수원시정_만족도,경제사회적_위치,성별,연령대3,가구원_수1,가구원_수2,수원시_생활권,월평균_가구소득,연령대2,year,거주_동,주택_유형,거주_구,연령대1,종교,정책_관심도,수원_거주_기간
ADD3,DM12,DM1,DM23,DM71,DM72,DM32,DM11,DM22,2023,DM31,DM9,DM3,DM21,DM6,ADD1,DM7
3,7,1,3,1,1,6,4,2,2024,6,3,1,4,5,3,4
3,7,1,3,2,3,6,4,2,2024,6,3,1,4,5,1,4
3,8,1,3,2,2,6,6,2,2024,6,3,1,4,5,2,4
2,4,1,3,2,2,6,5,2,2024,6,3,1,4,5,2,2
3,3,2,4,2,2,6,4,3,2024,6,3,1,5,5,3,5
3,3,2,3,1,1,6,3,2,2024,6,3,1,4,1,3,4
2,5,2,3,2,2,6,5,2,2024,6,3,1,4,3,2,2
3,4,1,4,2,2,6,5,3,2024,6,3,1,5,5,2,4
2,5,2,3,2,2,6,6,2,2024,6,3,1,4,2,3,3
2,7,2,1,1,1,6,5,1,2024,6,3,1,1,5,3,1
2,5,2,1,1,1,6,5,1,2024,6,2,1,2,2,2,1
3,4,2,1,1,1,6,4,1,2024,6,2,1,1,5,2,1
3,5,1,3,2,2,6,5,2,2024,6,2,1,4,5,2,7
3,5,2,3,2,3,6,6,2,2024,6,3,1,4,5,3,3
3,3,1,4,2,2,6,4,3,2024,6,2,1,6,5,3,7
2,5,1,3,2,2,6,5,2,2024,6,1,1,4,1,3,4
3,7,2,3,2,3,6,8,2,2024,6,1,1,4,5,3,5
2,5,1,2,1,1,6,6,2,2024,6,1,1,3,5,1,2
3,5,1,2,2,3,6,6,2,2024,6,1,1,3,2,2,3
3,7,1,3,2,3,6,8,2,2024,6,1,1,4,5,3,4
3,5,1,3,2,4,6,8,2,2024,6,1,1,4,3,3,7
3,5,1,2,1,1,6,6,2,2024,6,1,1,3,5,2,2
3,7,1,3,2,3,6,8,2,2024,6,1,1,5,5,3,6
3,6,2,3,2,4,6,9,2,2024,6,1,1,4,5,2,5
3,6,2,3,2,3,6,10,2,2024,6,1,1,4,5,3,4
3,7,2,3,2,2,3,7,2,2024,7,1,1,5,5,2,5
3,8,2,4,2,2,3,6,3,2024,7,1,1,5,2,1,7
3,7,1,3,2,3,3,6,2,2024,7,1,1,4,5,2,3
3,7,2,1,1,1,3,5,1,2024,7,1,1,2,5,3,5
3,8,1,1,1,1,3,6,1,2024,7,1,1,2,5,3,3
3,8,2,2,1,1,3,6,2,2024,7,1,1,3,5,1,4
3,7,2,3,2,2,3,7,2,2024,7,1,1,4,2,2,5
3,7,2,1,2,3,3,7,1,2024,7,1,1,2,5,2,5
3,6,1,3,2,2,3,7,2,2024,7,1,1,5,5,2,5
3,7,2,4,1,1,3,3,3,2024,7,1,1,6,5,2,2
3,7,1,1,2,3,3,8,1,2024,7,1,1,1,5,1,4
3,8,2,3,2,2,3,9,2,2024,7,1,1,4,5,2,5
3,7,1,3,2,2,3,5,2,2024,7,1,1,5,2,2,7
3,7,2,3,2,4,3,7,2,2024,7,1,1,4,2,1,5
3,7,2,3,1,1,3,3,2,2024,7,3,1,5,5,2,1
3,8,1,1,1,1,3,5,1,2024,7,3,1,2,5,1,2
3,8,1,3,2,3,3,7,2,2024,7,3,1,4,5,2,5
3,7,1,1,2,3,3,7,1,2024,7,4,1,1,5,2,4
3,7,2,3,2,2,3,7,2,2024,7,3,1,5,5,1,5
3,7,1,4,2,2,3,4,3,2024,7,3,1,6,5,2,5
3,7,1,2,2,3,3,7,2,2024,7,3,1,3,2,1,2
3,7,1,3,2,2,3,6,2,2024,7,3,1,5,5,3,5
3,8,2,1,2,2,3,6,1,2024,7,3,1,1,5,1,4
3,7,1,4,1,1,3,4,3,2024,7,3,1,5,5,3,4
3,7,1,3,2,3,3,7,2,2024,7,3,1,4,2,3,5
3,7,1,3,2,2,3,7,2,2024,7,3,1,4,1,3,7
3,7,2,4,1,1,3,3,3,2024,7,3,1,6,2,1,4
3,7,1,3,2,2,3,6,2,2024,7,3,1,4,5,2,6
3,7,2,3,1,1,3,5,2,2024,7,3,1,4,1,2,7
3,5,1,3,1,1,3,5,2,2024,7,2,1,4,5,1,7
3,4,2,4,1,1,3,2,3,2024,7,3,1,6,5,2,4
2,3,1,4,2,3,3,5,3,2024,7,3,1,6,5,1,7
3,7,2,4,1,1,3,4,3,2024,7,3,1,5,5,2,5
3,4,2,3,2,4,3,8,2,2024,7,3,1,4,5,1,4
3,3,2,2,1,1,3,4,2,2024,7,3,1,3,5,1,2
3,5,1,3,2,3,3,7,2,2024,7,3,1,4,5,2,5
3,5,2,2,2,3,3,7,2,2024,7,3,1,3,5,1,3
3,5,2,3,2,3,3,7,2,2024,7,3,1,4,5,1,4
3,7,1,3,2,2,3,7,2,2024,7,3,1,5,5,1,5
3,8,1,3,2,2,3,7,2,2024,7,3,1,4,3,3,5
3,7,1,1,2,2,3,5,1,2024,7,3,1,2,5,3,5
3,7,1,4,2,3,3,5,3,2024,7,3,1,6,5,2,7
3,8,2,4,1,1,3,3,3,2024,7,3,1,5,5,2,2
3,7,1,3,1,1,3,4,2,2024,7,3,1,5,5,2,6
2,0,1,4,1,1,3,2,3,2024,8,2,1,6,5,2,7
2,3,1,1,2,3,3,6,1,2024,8,3,1,1,5,1,1
2,2,2,4,1,1,3,2,3,2024,8,4,1,6,5,1,3
2,7,2,4,2,2,3,5,3,2024,8,4,1,6,5,2,6
3,4,1,1,2,4,3,7,1,2024,8,3,1,1,2,2,1
2,4,2,4,1,1,3,2,3,2024,8,3,1,6,1,2,2
2,5,1,2,2,4,3,7,2,2024,8,3,1,3,5,2,3
2,5,1,3,2,4,3,8,2,2024,8,3,1,4,5,3,7
3,2,2,3,2,2,3,5,2,2024,8,3,1,5,5,1,3
2,2,2,1,2,3,3,7,1,2024,8,3,1,1,5,1,1
2,5,1,4,2,4,3,12,3,2024,8,2,1,5,5,2,7
2,5,2,4,2,2,3,4,3,2024,8,2,1,6,5,1,6
2,3,2,4,2,2,3,4,3,2024,8,2,1,6,2,1,5
3,3,2,4,1,1,3,3,3,2024,8,3,1,5,1,2,6
2,3,1,4,2,3,3,8,3,2024,8,2,1,6,5,2,6
2,2,1,2,2,2,3,4,2,2024,8,3,1,3,5,1,6
3,3,1,1,1,1,3,7,1,2024,8,2,1,2,5,2,5
3,4,1,4,2,3,3,5,3,2024,8,2,1,6,5,2,6
2,4,2,3,2,2,3,6,2,2024,8,3,1,4,5,1,5
2,2,1,4,2,2,3,3,3,2024,8,3,1,6,5,1,6
2,5,2,3,2,2,3,7,2,2024,8,2,1,4,5,1,7
3,5,2,1,2,3,3,8,1,2024,8,3,1,1,5,1,4
2,5,2,2,2,3,3,7,2,2024,8,2,1,2,5,1,3
2,5,1,3,2,3,3,8,2,2024,8,2,1,5,5,2,5
3,5,1,3,2,3,3,5,2,2024,8,2,1,5,5,1,7
2,1,1,4,1,1,3,2,3,2024,8,2,1,5,5,1,6
3,4,2,3,2,2,3,5,2,2024,8,3,1,4,2,1,6
3,3,2,3,2,3,3,4,2,2024,8,2,1,5,5,1,3
3,5,2,4,2,2,3,4,3,2024,8,2,1,6,5,2,7
3,4,1,4,1,1,3,3,3,2024,8,3,1,6,5,1,3
2,5,1,3,2,2,3,5,2,2024,8,2,1,5,5,1,5
3,4,2,4,2,3,3,4,3,2024,8,1,1,6,5,1,5
3,3,1,3,2,4,3,7,2,2024,8,1,1,5,5,2,5
3,7,1,3,1,1,3,7,2,2024,8,1,1,4,5,2,3
3,4,1,1,2,3,3,8,1,2024,8,1,1,1,5,2,4
2,3,2,4,2,2,3,4,3,2024,8,1,1,6,1,1,7
2,3,1,3,2,2,3,5,2,2024,8,1,1,4,5,1,3
2,3,2,4,1,1,3,3,3,2024,8,1,1,5,5,1,3
3,5,1,3,2,4,3,11,2,2024,8,1,1,4,5,2,6
3,5,2,2,1,1,3,6,2,2024,8,1,1,2,5,1,2
3,5,1,2,1,1,3,7,2,2024,8,1,1,2,5,1,1
3,4,1,3,2,2,3,8,2,2024,8,1,1,4,2,1,6
3,3,2,4,1,1,3,3,3,2024,8,1,1,5,1,1,7
3,3,2,3,1,1,3,3,2,2024,8,1,1,4,5,1,5
3,5,1,4,1,1,3,5,3,2024,8,1,1,5,3,2,5
3,5,2,4,1,1,3,3,3,2024,8,1,1,5,2,2,6
2,5,1,3,2,3,3,11,2,2024,8,1,1,4,5,2,6
3,4,1,3,2,4,3,8,2,2024,8,1,1,4,3,2,5
3,4,2,2,2,3,3,8,2,2024,8,1,1,3,5,2,5
3,4,1,2,1,1,3,6,2,2024,8,1,1,2,5,1,2
3,2,2,3,2,2,1,5,2,2024,10,3,1,4,5,3,4
3,2,2,3,2,2,1,4,2,2024,10,3,1,4,5,2,4
3,2,2,2,2,3,1,6,2,2024,10,3,1,3,5,2,2
3,5,1,1,1,1,1,4,1,2024,10,3,1,1,5,2,2
2,5,2,3,2,2,1,8,2,2024,10,3,1,4,2,2,5
3,3,2,3,1,1,1,3,2,2024,10,3,1,4,5,1,6
3,2,1,2,2,2,1,6,2,2024,10,2,1,2,5,2,1
3,7,1,3,2,2,1,6,2,2024,10,2,1,4,5,2,4
3,3,2,3,2,2,1,5,2,2024,10,2,1,4,5,2,3
3,2,2,3,2,2,1,4,2,2024,10,2,1,5,5,2,5
3,2,1,3,2,3,1,6,2,2024,10,2,1,4,5,2,4
3,2,2,3,2,2,1,4,2,2024,10,2,1,4,5,3,5
3,3,1,1,1,1,1,4,1,2024,10,2,1,1,5,3,1
3,2,2,4,1,1,1,2,3,2024,10,2,1,6,2,2,6
3,3,2,3,2,2,1,5,2,2024,10,2,1,5,2,2,3
3,2,2,3,1,1,1,3,2,2024,10,2,1,5,5,2,3
3,3,2,3,2,3,1,6,2,2024,10,1,1,4,5,2,3
3,3,2,2,2,4,1,7,2,2024,10,1,1,3,5,2,2
3,7,1,2,1,1,1,5,2,2024,10,1,1,2,5,2,2
3,2,2,3,1,1,1,4,2,2024,10,1,1,4,2,2,3
3,8,2,4,2,2,1,5,3,2024,10,1,1,5,2,3,5
3,3,2,3,2,2,1,6,2,2024,10,1,1,5,5,2,5
3,3,1,4,2,2,1,4,3,2024,10,1,1,6,5,2,5
3,2,1,3,2,2,1,5,2,2024,10,1,1,4,5,2,3
3,3,2,3,2,2,1,5,2,2024,10,1,1,4,5,2,4
3,6,2,4,2,2,1,4,3,2024,10,1,1,6,5,2,6
3,5,2,2,2,2,1,7,2,2024,10,3,1,2,2,2,2
3,5,1,1,1,1,1,5,1,2024,10,3,1,2,5,2,3
3,7,2,2,1,1,1,3,2,2024,10,3,1,3,5,2,1
3,7,1,3,2,3,1,5,2,2024,10,3,1,4,5,2,2
3,7,1,3,2,2,1,4,2,2024,10,3,1,5,5,2,2
2,6,1,4,1,1,1,3,3,2024,10,3,1,6,5,2,5
3,6,1,3,2,3,1,5,2,2024,10,3,1,4,5,2,3
3,7,1,3,2,3,1,4,2,2024,10,3,1,4,5,2,2
3,7,2,1,1,1,1,5,1,2024,10,3,1,1,5,2,3
3,7,2,3,1,1,1,4,2,2024,10,3,1,5,5,3,4
3,7,2,3,1,1,1,3,2,2024,10,3,1,4,5,2,3
3,6,1,2,2,3,1,6,2,2024,10,3,1,3,5,2,4
3,7,2,3,2,3,1,6,2,2024,10,3,1,4,5,2,2
3,7,2,4,1,1,1,3,3,2024,10,3,1,6,5,2,5
3,8,2,1,2,2,1,6,1,2024,10,1,1,1,5,2,1
3,7,1,2,2,3,1,5,2,2024,10,1,1,3,5,2,3
3,7,2,2,2,3,1,5,2,2024,10,1,1,3,5,2,3
3,7,1,3,2,3,1,5,2,2024,10,1,1,4,5,2,3
3,6,1,3,2,3,1,6,2,2024,10,1,1,4,5,2,3
3,7,2,3,2,2,1,5,2,2024,10,1,1,5,5,2,3
3,6,2,3,1,1,1,4,2,2024,10,1,1,5,5,2,3
3,8,2,3,2,3,3,8,2,2024,5,1,1,4,3,3,3
3,7,1,1,2,2,3,5,1,2024,5,1,1,2,5,1,2
3,7,1,3,2,3,3,8,2,2024,5,1,1,4,3,3,3
3,8,1,2,2,3,3,6,2,2024,5,1,1,3,2,2,3
3,8,2,1,2,2,3,6,1,2024,5,1,1,1,3,3,2
3,8,2,4,2,2,3,4,3,2024,5,1,1,6,1,1,5
3,7,2,4,2,2,3,7,3,2024,5,1,1,5,1,3,4
3,8,1,3,2,2,3,6,2,2024,5,1,1,5,5,2,3
3,8,1,3,2,2,3,6,2,2024,5,1,1,5,5,2,3
3,8,1,3,2,2,3,6,2,2024,5,1,1,5,1,2,2
3,8,2,3,2,2,3,5,2,2024,5,4,1,5,2,3,4
3,7,2,2,2,3,3,7,2,2024,5,4,1,3,2,3,3
3,6,2,3,2,2,3,5,2,2024,5,4,1,5,2,2,4
3,7,2,3,1,1,3,4,2,2024,5,4,1,4,2,3,3
3,8,2,2,1,1,3,4,2,2024,5,4,1,3,2,3,3
3,7,2,3,2,2,3,7,2,2024,5,4,1,5,2,3,4
3,7,2,3,2,2,3,5,2,2024,5,4,1,4,2,3,3
3,7,2,2,2,4,3,6,2,2024,5,4,1,3,2,2,3
3,6,1,2,2,4,3,7,2,2024,5,4,1,3,2,2,4
3,7,2,3,1,1,3,4,2,2024,5,4,1,5,2,2,3
3,8,1,3,1,1,3,6,2,2024,5,1,1,5,5,2,2
3,8,2,3,2,3,3,9,2,2024,5,1,1,4,5,2,3
3,7,2,1,2,2,3,4,1,2024,5,1,1,1,5,2,1
3,7,2,1,2,2,3,3,1,2024,5,1,1,1,5,2,1
3,8,2,4,1,1,3,3,3,2024,5,1,1,6,5,3,4
3,8,2,2,2,2,3,10,2,2024,5,1,1,3,5,2,3
3,8,2,3,2,2,3,7,2,2024,5,1,1,5,5,2,4
3,8,2,3,2,2,3,9,2,2024,5,1,1,4,1,1,3
3,7,2,3,1,1,3,5,2,2024,5,1,1,4,3,2,2
3,7,2,3,1,1,3,4,2,2024,5,1,1,5,1,1,2
1,7,2,3,2,2,3,11,2,2024,5,1,1,4,3,2,4
2,6,1,3,2,3,3,8,2,2024,5,1,1,4,1,2,3
2,6,2,3,2,2,3,11,2,2024,5,1,1,4,1,2,3
3,7,2,3,2,2,3,8,2,2024,5,1,1,5,5,2,5
3,6,2,4,1,1,3,7,3,2024,5,1,1,5,1,2,3
2,7,1,4,2,2,3,7,3,2024,5,1,1,6,5,2,4
2,6,1,4,2,2,3,7,3,2024,5,1,1,6,1,3,3
1,7,2,2,2,3,3,7,2,2024,5,1,1,3,1,3,2
2,6,2,2,2,3,3,10,2,2024,5,1,1,2,1,1,3
3,7,2,3,2,2,3,9,2,2024,5,1,1,4,2,3,2
3,8,2,3,2,2,3,7,2,2024,5,1,1,4,5,2,2
3,8,1,3,2,3,3,10,2,2024,5,1,1,4,5,3,3
3,8,1,3,2,3,3,9,2,2024,5,1,1,4,5,2,3
3,6,2,3,1,1,3,5,2,2024,5,1,1,5,1,1,3
3,7,2,4,2,2,3,5,3,2024,5,1,1,6,1,1,5
3,7,1,4,1,1,3,5,3,2024,5,1,1,6,1,1,5
3,7,2,3,2,3,3,10,2,2024,5,1,1,4,5,1,3
3,6,2,3,1,1,3,5,2,2024,5,1,1,4,2,1,2
3,6,1,1,1,1,3,5,1,2024,5,1,1,1,5,1,3
3,6,1,4,2,2,3,6,3,2024,5,1,1,5,3,2,4
2,5,2,4,1,1,3,4,3,2024,5,1,1,5,5,1,5
3,6,1,2,2,4,3,9,2,2024,5,1,1,3,5,3,3
3,5,2,2,1,1,3,6,2,2024,5,1,1,3,5,2,3
3,7,2,3,2,2,3,9,2,2024,5,1,1,5,5,2,3
3,8,1,3,2,3,3,9,2,2024,5,1,1,4,5,3,4
3,7,2,4,1,1,3,5,3,2024,5,1,1,6,3,2,5
3,8,2,3,2,3,3,8,2,2024,5,1,1,4,5,2,4
3,8,1,2,2,4,3,10,2,2024,5,1,1,3,5,2,4
2,4,2,3,1,1,3,5,2,2024,5,1,1,4,2,1,4
2,6,1,3,2,4,3,10,2,2024,5,1,1,4,5,1,4
2,6,2,3,2,3,3,8,2,2024,5,1,1,4,5,2,3
2,5,2,4,1,1,3,4,3,2024,5,1,1,6,1,1,3
3,8,1,3,2,2,3,6,2,2024,5,1,1,5,5,1,4
3,7,2,1,2,3,3,5,1,2024,5,1,1,2,5,2,4
3,7,1,3,2,2,3,6,2,2024,5,1,1,4,5,1,5
3,6,1,4,1,1,3,3,3,2024,5,1,1,6,5,2,5
3,7,2,4,2,2,3,8,3,2024,5,1,1,5,2,3,5
3,6,2,1,2,2,3,5,1,2024,9,1,1,1,2,2,1
3,7,1,1,1,1,3,5,1,2024,9,1,1,1,5,2,1
3,6,1,1,2,3,3,8,1,2024,9,1,1,2,5,2,3
3,7,1,3,2,3,3,6,2,2024,9,1,1,4,5,2,5
3,6,2,3,2,3,3,5,2,2024,9,1,1,4,2,2,3
3,7,1,3,2,3,3,8,2,2024,9,1,1,5,5,2,4
3,7,1,1,2,2,3,6,1,2024,9,1,1,1,5,2,1
3,7,2,2,2,3,3,7,2,2024,9,1,1,3,2,2,3
3,7,2,3,2,3,3,6,2,2024,9,1,1,4,3,2,2
3,7,1,3,2,3,3,9,2,2024,9,1,1,5,5,2,5
3,6,2,4,2,2,3,5,3,2024,9,1,1,5,1,2,4
3,7,1,2,2,2,3,7,2,2024,9,1,1,3,5,2,2
3,7,1,3,2,3,3,5,2,2024,9,1,1,4,5,2,3
3,7,1,2,2,3,3,5,2,2024,9,1,1,3,5,2,3
3,6,1,3,2,2,3,6,2,2024,9,1,1,5,5,2,4
3,7,1,4,2,3,3,5,3,2024,9,1,1,6,3,2,5
3,6,1,3,2,3,3,5,2,2024,9,1,1,4,5,2,3
3,6,2,4,1,1,3,3,3,2024,9,1,1,6,1,2,5
3,7,2,3,1,1,3,4,2,2024,9,1,1,4,1,2,4
3,7,2,3,2,3,3,4,2,2024,9,1,1,4,5,2,3
3,7,1,4,1,1,3,5,3,2024,9,1,1,5,5,2,3
3,6,1,3,2,3,3,6,2,2024,9,1,1,5,5,2,3
3,6,2,3,2,3,3,6,2,2024,9,1,1,5,2,2,3
3,7,2,3,1,1,3,6,2,2024,9,1,1,5,3,2,5
3,7,2,3,2,3,3,7,2,2024,9,1,1,4,3,2,4
3,7,1,3,2,2,3,5,2,2024,9,1,1,5,3,2,3
3,6,1,4,1,1,3,5,3,2024,9,1,1,6,5,2,5
3,7,2,4,2,2,3,3,3,2024,9,1,1,6,2,2,6
3,6,2,3,2,3,3,5,2,2024,9,1,1,5,3,1,4
3,7,2,4,1,1,3,4,3,2024,9,1,1,6,5,2,4
3,6,2,4,1,1,3,4,3,2024,9,1,1,5,2,2,4
3,8,2,4,1,1,2,4,3,2024,13,1,2,6,2,3,5
3,8,2,4,2,2,2,4,3,2024,13,1,2,5,2,3,4
3,8,1,1,1,1,2,5,1,2024,13,1,2,2,5,2,1
3,7,1,2,2,3,2,5,2,2024,13,1,2,3,5,3,1
3,8,1,3,2,3,2,9,2,2024,13,1,2,4,5,3,1
3,7,2,3,2,4,2,11,2,2024,13,1,2,4,5,3,1
3,5,1,3,1,1,2,5,2,2024,13,1,2,5,5,3,4
3,6,1,4,2,2,2,6,3,2024,11,3,2,5,2,1,4
3,4,2,4,2,2,2,5,3,2024,11,3,2,6,1,1,6
3,4,1,3,2,4,2,7,2,2024,11,3,2,4,1,2,5
3,5,2,1,2,4,2,7,1,2024,11,3,2,2,1,3,3
3,3,1,1,2,4,2,5,1,2024,11,3,2,1,5,3,3
2,4,2,3,1,1,2,4,2,2024,11,3,2,4,2,1,5
2,5,2,3,2,2,2,6,2,2024,11,1,2,4,1,1,5
3,6,1,4,2,2,2,5,3,2024,11,1,2,5,5,3,4
3,5,1,3,1,1,2,5,2,2024,11,1,2,4,1,1,3
2,4,1,1,1,1,2,5,1,2024,11,1,2,2,5,1,2
3,6,1,1,1,1,2,4,1,2024,11,1,2,1,5,1,3
3,7,2,2,2,4,2,9,2,2024,11,1,2,3,1,1,3
3,8,1,1,2,2,2,7,1,2024,12,2,2,2,3,2,2
3,7,1,3,2,3,2,8,2,2024,12,3,2,5,3,3,4
3,7,1,4,2,2,2,5,3,2024,12,3,2,6,3,3,4
3,7,2,3,2,3,2,5,2,2024,12,2,2,4,3,2,4
3,6,2,3,2,2,2,5,2,2024,12,2,2,5,1,2,4
3,8,2,3,1,1,2,4,2,2024,12,2,2,5,2,3,3
3,8,1,2,1,1,2,5,2,2024,12,2,2,3,2,3,4
3,8,2,3,1,1,2,4,2,2024,12,2,2,4,2,1,3
3,8,1,3,1,1,2,4,2,2024,12,2,2,4,2,2,3
3,7,2,2,1,1,2,7,2,2024,12,3,2,2,5,2,2
3,7,2,2,1,1,2,7,2,2024,12,3,2,2,1,2,3
3,7,2,1,1,1,2,4,1,2024,12,3,2,1,5,2,1
3,7,2,2,2,3,2,5,2,2024,12,3,2,2,5,2,2
3,7,2,3,2,3,2,5,2,2024,12,3,2,5,5,1,4
3,7,2,3,2,3,2,4,2,2024,12,3,2,4,5,2,4
3,6,2,4,1,1,2,2,3,2024,12,3,2,6,1,1,5
3,7,1,3,2,3,2,5,2,2024,12,3,2,5,5,2,5
3,7,1,3,2,3,2,6,2,2024,12,3,2,4,1,2,5
3,7,2,3,1,1,2,4,2,2024,12,3,2,4,2,2,3
3,7,2,4,1,1,2,4,3,2024,12,3,2,6,2,1,3
3,7,1,3,1,1,2,5,2,2024,12,3,2,5,2,2,3
3,6,2,1,2,3,2,1,1,2024,12,3,2,1,3,2,4
3,7,2,2,2,4,2,11,2,2024,12,3,2,3,1,2,3
3,7,1,2,2,3,2,6,2,2024,12,3,2,3,5,2,3
3,7,1,3,2,2,2,9,2,2024,12,3,2,4,5,2,5
3,7,1,2,1,1,2,4,2,2024,12,1,2,2,2,2,2
3,7,1,2,2,2,2,5,2,2024,12,1,2,3,2,1,1
2,7,1,3,2,2,2,5,2,2024,12,1,2,5,2,3,3
3,8,1,2,2,2,2,5,2,2024,12,1,2,3,2,3,3
3,8,1,3,2,2,2,6,2,2024,12,1,2,4,2,2,3
3,8,2,3,1,1,2,4,2,2024,12,1,2,5,2,2,4
3,8,1,4,1,1,2,5,3,2024,12,1,2,6,2,2,3
3,8,1,4,1,1,2,5,3,2024,12,1,2,5,2,2,4
3,8,2,3,1,1,2,5,2,2024,12,1,2,5,2,3,3
3,8,2,4,2,2,2,5,3,2024,12,1,2,6,1,2,6
3,8,1,3,2,3,2,5,2,2024,12,3,2,5,2,2,4
3,8,1,3,2,2,2,5,2,2024,12,3,2,4,2,2,4
3,7,1,2,2,2,2,5,2,2024,12,3,2,2,2,3,3
3,9,2,3,1,1,2,4,2,2024,12,3,2,4,2,2,3
3,7,1,1,2,2,2,6,1,2024,12,3,2,2,2,2,3
3,8,1,4,2,2,2,5,3,2024,12,3,2,5,2,3,4
3,8,1,4,2,2,2,4,3,2024,12,3,2,6,2,2,5
3,8,2,3,1,1,2,4,2,2024,12,3,2,4,2,3,3
3,8,2,3,1,1,2,4,2,2024,12,3,2,5,2,3,5
3,7,2,3,1,1,2,1,2,2024,12,3,2,4,2,1,4
3,7,1,3,1,1,2,4,2,2024,12,4,2,4,2,2,4
3,7,1,4,2,2,2,4,3,2024,12,4,2,6,2,2,4
3,8,2,1,1,1,2,4,1,2024,12,4,2,1,2,3,2
3,8,2,2,1,1,2,4,2,2024,12,4,2,3,2,2,3
3,8,2,3,1,1,2,4,2,2024,12,4,2,5,2,2,3
3,7,1,2,1,1,2,5,2,2024,12,4,2,2,2,3,3
3,8,2,3,1,1,2,4,2,2024,12,4,2,5,2,2,3
3,9,1,4,1,1,2,4,3,2024,12,4,2,5,2,1,3
3,7,1,3,2,2,2,9,2,2024,12,3,2,5,1,2,5
3,9,1,2,2,3,2,6,2,2024,12,1,2,2,2,2,2
3,8,1,3,2,3,2,5,2,2024,12,1,2,5,2,1,3
3,9,1,2,2,3,2,6,2,2024,12,1,2,3,2,1,3
3,8,1,3,2,2,2,6,2,2024,12,1,2,4,2,2,3
3,8,2,3,2,2,2,6,2,2024,12,1,2,4,2,3,4
3,8,2,4,2,2,2,6,3,2024,12,1,2,6,2,3,4
3,7,2,4,1,1,2,4,3,2024,12,1,2,5,2,3,4
3,7,1,1,1,1,2,5,1,2024,12,1,2,1,2,2,3
3,8,2,3,1,1,2,5,2,2024,12,1,2,4,2,3,3
3,8,2,3,1,1,2,5,2,2024,12,1,2,4,2,3,4
3,8,1,1,2,3,2,7,1,2024,13,3,2,1,5,3,1
3,5,1,2,1,1,2,5,2,2024,12,3,2,2,5,1,1
3,7,2,3,2,2,2,8,2,2024,13,3,2,4,5,2,4
2,7,1,2,2,4,2,8,2,2024,13,3,2,3,5,2,4
3,6,2,4,1,1,2,4,3,2024,13,3,2,6,5,3,4
3,5,1,4,1,1,2,4,3,2024,13,3,2,6,5,1,5
3,5,1,3,2,3,2,5,2,2024,13,3,2,5,5,3,4
3,3,2,1,1,1,2,4,1,2024,13,3,2,1,5,2,1
3,8,2,2,2,3,2,7,2,2024,13,3,2,2,5,3,2
3,7,1,3,2,4,2,7,2,2024,13,3,2,4,5,2,4
3,7,2,3,2,4,2,9,2,2024,13,3,2,4,2,3,3
3,7,1,3,2,2,2,5,2,2024,13,3,2,5,5,3,1
3,8,2,3,1,1,2,4,2,2024,13,3,2,5,5,3,1
3,7,2,4,1,1,2,4,3,2024,13,3,2,6,5,2,1
3,6,2,3,2,2,2,7,2,2024,13,3,2,4,1,3,5
3,6,2,3,2,3,2,7,2,2024,13,3,2,4,1,3,3
3,6,2,3,1,1,2,4,2,2024,13,2,2,4,2,3,6
3,5,1,3,1,1,2,7,2,2024,13,3,2,4,5,3,4
3,5,2,1,2,2,2,3,1,2024,13,3,2,1,2,3,4
2,7,2,2,2,4,2,6,2,2024,13,3,2,3,5,1,4
3,8,2,3,2,3,2,7,2,2024,13,3,2,5,1,3,7
3,7,2,4,2,3,2,5,3,2024,13,2,2,5,5,3,7
3,7,1,1,1,1,2,6,1,2024,13,3,2,2,5,3,4
3,2,1,4,1,1,2,2,3,2024,13,3,2,5,5,2,6
2,1,1,3,1,1,2,2,2,2024,13,3,2,4,5,2,7
1,2,1,3,2,5,2,5,2,2024,13,1,2,4,2,2,5
2,3,2,1,2,5,2,6,1,2024,13,1,2,2,5,1,2
3,5,1,4,2,2,2,4,3,2024,13,1,2,6,2,3,7
2,6,2,4,2,2,2,3,3,2024,13,1,2,6,1,3,7
3,7,2,4,1,1,2,3,3,2024,13,1,2,6,1,3,7
3,5,1,1,2,4,2,8,1,2024,13,1,2,1,5,3,3
3,5,2,3,2,2,2,6,2,2024,14,1,2,5,5,3,5
3,4,1,1,2,3,2,6,1,2024,14,1,2,2,5,3,5
3,4,1,2,2,3,2,6,2,2024,14,1,2,3,5,3,3
3,3,2,2,2,3,2,6,2,2024,14,1,2,3,5,3,3
3,4,2,2,2,4,2,6,2,2024,14,1,2,3,2,3,3
3,5,2,2,2,4,2,7,2,2024,14,1,2,3,5,3,3
3,5,2,3,2,4,2,8,2,2024,14,1,2,4,3,3,5
3,3,1,1,2,3,2,5,1,2024,14,1,2,1,5,3,1
3,4,1,3,2,2,2,5,2,2024,14,1,2,5,2,3,5
3,4,2,3,1,1,2,5,2,2024,14,1,2,4,5,3,2
3,4,2,3,2,5,2,7,2,2024,14,1,2,4,5,3,5
3,3,1,3,2,2,2,5,2,2024,14,1,2,4,2,2,5
3,4,2,2,2,4,2,6,2,2024,14,1,2,2,2,3,2
3,4,1,1,2,4,2,7,1,2024,14,1,2,1,5,2,3
3,5,1,3,2,3,2,7,2,2024,14,1,2,4,3,3,6
3,5,2,4,2,2,2,5,3,2024,14,1,2,6,5,3,7
3,5,2,2,1,1,2,5,2,2024,14,1,2,2,5,3,1
