질문번호,질문내용,답변,응답 수
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",8.0,135
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",6.0,105
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",5.0,72
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",9.0,58
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",11.0,34
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",10.0,21
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",7.0,13
q11_1,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오
(1순위)",12.0,7
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",3.0,300
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",2.0,261
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",8.0,230
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",4.0,210
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",6.0,189
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",5.0,148
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",1.0,141
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",9.0,124
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",10.0,76
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",11.0,60
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",7.0,35
q11_2,"11. 귀하는 수원에서 ‘도심 속 휴가’를 즐긴다면 무엇을 하고 싶습니까? 우선순위에 따라 2순위까지 응답해 주십시오.
(2순위)",12.0,7
q12,"12. 올해 추석 경기는 지난해 추석에 비해 좋아질 것으로 예상하십니까, 나빠질 것으로 예상하십니까, 혹은 비슷할 것으로 예상하십니까?",3.0,558
q12,"12. 올해 추석 경기는 지난해 추석에 비해 좋아질 것으로 예상하십니까, 나빠질 것으로 예상하십니까, 혹은 비슷할 것으로 예상하십니까?",4.0,523
q12,"12. 올해 추석 경기는 지난해 추석에 비해 좋아질 것으로 예상하십니까, 나빠질 것으로 예상하십니까, 혹은 비슷할 것으로 예상하십니까?",5.0,325
q12,"12. 올해 추석 경기는 지난해 추석에 비해 좋아질 것으로 예상하십니까, 나빠질 것으로 예상하십니까, 혹은 비슷할 것으로 예상하십니까?",2.0,283
q12,"12. 올해 추석 경기는 지난해 추석에 비해 좋아질 것으로 예상하십니까, 나빠질 것으로 예상하십니까, 혹은 비슷할 것으로 예상하십니까?",1.0,91
q13,"13. 올해 추석 지출이 지난해 추석에 비해 늘어날 것이라고 보십니까, 줄어들 것이라고 보십니까, 혹은 비슷할 것으로 보십니까? ",2.0,844
q13,"13. 올해 추석 지출이 지난해 추석에 비해 늘어날 것이라고 보십니까, 줄어들 것이라고 보십니까, 혹은 비슷할 것으로 보십니까? ",1.0,645
q13,"13. 올해 추석 지출이 지난해 추석에 비해 늘어날 것이라고 보십니까, 줄어들 것이라고 보십니까, 혹은 비슷할 것으로 보십니까? ",3.0,290
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,2.0,348
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,3.0,271
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,4.0,131
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,1.0,97
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,6.0,48
q13_1,13-1. 추석 지출이 늘어난다면(혹은 줄어든다면) 구체적으로 늘어난(줄어든) 금액은 어느 정도로 보십니까?,5.0,40
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,50.0,236
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,30.0,157
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,100.0,114
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,40.0,100
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,20.0,60
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,60.0,54
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,70.0,46
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,150.0,27
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,80.0,26
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,35.0,15
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,10.0,14
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,200.0,13
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,45.0,11
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,120.0,10
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,25.0,10
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,15.0,7
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,55.0,6
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,0.0,5
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,130.0,3
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,90.0,3
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,65.0,2
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,8.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,34.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,350.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,125.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,59.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,110.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,37.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,13.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,47.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,1.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,39.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,66.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,75.0,1
q13_2,13-2. 귀댁의 올해 추석 지출액은 얼마로 예상하십니까? ,5.0,1
q14,14. 귀댁에서는 추석 준비 시 어떤 비용이 가장 부담이 되십니까?,3.0,808
q14,14. 귀댁에서는 추석 준비 시 어떤 비용이 가장 부담이 되십니까?,2.0,549
q14,14. 귀댁에서는 추석 준비 시 어떤 비용이 가장 부담이 되십니까?,1.0,334
q14,14. 귀댁에서는 추석 준비 시 어떤 비용이 가장 부담이 되십니까?,4.0,75
q14,14. 귀댁에서는 추석 준비 시 어떤 비용이 가장 부담이 되십니까?,5.0,13
q14_op,14. (기타 오픈응답),없음,2
q14_op,14. (기타 오픈응답),여행비용,1
q14_op,14. (기타 오픈응답),온가족여행비,1
q14_op,14. (기타 오픈응답),가족 외식비,1
q14_op,14. (기타 오픈응답),부담 없음,1
q14_op,14. (기타 오픈응답),손님상차림비,1
q14_op,14. (기타 오픈응답),식사비,1
q14_op,14. (기타 오픈응답),외식비,1
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,2.0,983
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,1.0,347
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,5.0,175
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,4.0,153
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,3.0,90
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,8.0,14
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,7.0,10
q15,15. 귀댁에서는 추석 상차림 재료를 주로 어디에서 구입하십니까? 구입 금액이 가장 큰 순으로 하나만 선택해 주십시오.,6.0,7
q15_op,15. (기타 오픈응답),안함,4
q15_op,15. (기타 오픈응답),직접 장을 보지 않음,1
q15_op,15. (기타 오픈응답),추석 제사 없음,1
q15_op,15. (기타 오픈응답),안차림,1
q15_op,15. (기타 오픈응답),시장과 마트 모두,1
q15_op,15. (기타 오픈응답),상차림안함,1
q15_op,15. (기타 오픈응답),쿠팡,1
q15_op,15. (기타 오픈응답),골목상권,1
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,1.0,972
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,2.0,463
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,5.0,148
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,4.0,113
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,3.0,75
q16,16. 귀댁에서는 올해 추석에 어떤 계획을 가지고 계십니까? ,6.0,8
q16_op,16. (기타 오픈응답),근무,2
q16_op,16. (기타 오픈응답),외식,1
q16_op,16. (기타 오픈응답),계획 없음,1
q16_op,16. (기타 오픈응답),하루 휴무라 집에서 지낼계획,1
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,1.0,1040
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,2.0,332
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,3.0,228
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,4.0,128
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,5.0,49
q17,17. 수원시에서 추석 민생안정을 위해 가장 역점을 두어야 할 과제는 무엇이라고 생각하십니까?,6.0,2
q17_op,17. (기타 오픈응답),서비스업의 추석가족방문을 위한 쇼핑몰 대형마트등 전체 휴점 하루보장,1
q18,18. 귀하는 수원시민의 경제활동과 일상생활의 개선을 위해 민생규제 혁신이 필요하다고 생각하십니까?,1.0,721
q18,18. 귀하는 수원시민의 경제활동과 일상생활의 개선을 위해 민생규제 혁신이 필요하다고 생각하십니까?,2.0,690
q18,18. 귀하는 수원시민의 경제활동과 일상생활의 개선을 위해 민생규제 혁신이 필요하다고 생각하십니까?,3.0,302
q18,18. 귀하는 수원시민의 경제활동과 일상생활의 개선을 위해 민생규제 혁신이 필요하다고 생각하십니까?,4.0,58
q18,18. 귀하는 수원시민의 경제활동과 일상생활의 개선을 위해 민생규제 혁신이 필요하다고 생각하십니까?,5.0,8
q19,19. 귀하는 민생규제 혁신이 내 삶에 얼마나 도움이 될 것이라고 생각하십니까?,2.0,744
q19,19. 귀하는 민생규제 혁신이 내 삶에 얼마나 도움이 될 것이라고 생각하십니까?,1.0,574
q19,19. 귀하는 민생규제 혁신이 내 삶에 얼마나 도움이 될 것이라고 생각하십니까?,3.0,365
q19,19. 귀하는 민생규제 혁신이 내 삶에 얼마나 도움이 될 것이라고 생각하십니까?,4.0,87
q19,19. 귀하는 민생규제 혁신이 내 삶에 얼마나 도움이 될 것이라고 생각하십니까?,5.0,9
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,3.0,522
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,5.0,412
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,2.0,294
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,1.0,228
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,6.0,196
q20,20. 귀하는 수원시민의 삶에 가장 중요한 영향을 미칠 것으로 생각하는 민생규제혁신 분야는 무엇이라고 생각하십니까?,4.0,127
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",.,12
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",없음,9
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",교통,6
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",물가안정,6
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",물가 안정,3
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",일자리,3
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",교통체증 해소,2
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",네,2
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",소각장 이전,2
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주거안정,2
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",노인복지,2
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",필요한 자들에게 정확하게 복지혜택이 돌아가도록 사회복지업무를 신속히 처리할 필요성이 큼.,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",물가인상,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",도로 소음. 오토바이,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",집단주거시설 개선,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",공정한행정,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",취약계층과 노령층을 위한 임대주택 공급을 늘려주시길~~,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",경제교통문제,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",전기 퀵보드 자전거 없애라,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",지역간 개발 불균형 해소,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",ㅜㅜㅡ 4,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",시내교통문제,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)","시,구,동에서 발주하는 용역, 공사 등을 관내 업체에게 인센티브를 대폭 확대하여 시 재정이 타 지역으로 유출되는것을 최소화해야함.",1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",다자녀 가구에 대한 지원 확대,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주거 안정,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",중년 취업 지원,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)","육아 관련 정책 좀 시행해주세요. 예산을 이유로 경기도 육아사업 중 수원시만 빠진 것들이 너무 많습니다. (첫째아 출산지원금 0원, 경기도 맘튼튼 축산물 꾸러미 지원사업 미시행, 경기형 가족돌봄수당 미시행, 2024년 둘째 아이 돌보미 지원사업 미시행) 경기도에서 대대적으로 홍보하면 뭐합니까? 수원시에는 예산을 이유로 다 빠져버리는데.",1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",대중교통이 좋지 않습니다. 광교내에서 연결되는 버스편도 없으며 수원시내로의 연결이 서울가는 것보다 더 힘듭니다.,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)","주차장이 협소하고, 공공주차장도 별로 없는 도시에 단속만이 우선이 아닌거 같습니다. 충분한 주차장을 확보하고 이를 이용하지 않는차량에 단속은 이해하지만, 번화가에는 차를 주차하고 싶어도 주차장이 없는건 문제인듯...",1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",외국인에대한한국문화교육지원더불어살수이는환경조성,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",기초 및 차상위 계충에 편중된 복지,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주차난 해소,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",조두순 퇴치,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",지역균형발전,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",스쿨존 속도가 24시간이 아닌 학생들 이동을 고려해서 8~18시로 좆닝되었으면 좋겠습니다,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",행정관련 업무 분야 처리 과정,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",재건축 활성화,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",복지 더 다양하게,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",트램,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",공용전동킥보드 규제좀 하세요 인도 한가운데 주차해서 길거리 걸어가기도 힘듭니다 견인조치할수 있는 신고어플좀 개발하세요,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",1.교통 불편 근거리지만 환승해서 돌아가야 하고 2.가까운 인근의 학교로 진학 불가. 학군조정 불만. 중학교 증설 필요. 아파트는 몇 천세대가 들어오는데 인근에 수용가능한 중학교가 없고 교육청 시의원 등 아무 대책들이 없어요. .인구유입으로 인한 후속대책 미비 버스정류장 증설. 교통편 신설되었으면 좋겠어요. 낮시간에 20분 넘게 버스 한대 오지 않음. 배차시간 길고 교통편 부족,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",불합리한(중복되는) 세금 정책,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",옥상 건물,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",교통.안전,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",출퇴근 교통편의,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",경제활성/교통,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",복지정책 규제 해소,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",지역상권활성화,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",취업,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",거주자 우선주차관련,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주거 및 도로 환경개선,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)","여성 안전 관련 지원(스마트 안전센서, 홈카메라 지원 등 타 지역에서 진행한 사업) 공유 킥보드, 공유 전기자전거 규제(인도 운전 금지, 2인 이상 사용 강력 규제, 어린이보호구역 또는 노인주거지역 탑승 규제 등) 그리고 제발 버스 배차시간을 줄이던지 버스 좀 늘려주세요",1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",지금 권선구에 불법 주차 된 영업용 차량이 부지기수인데 전혀 단속이 되지않고 있음 서수원 홈플러스 주변만 하더라도 24시간 불법 주차 차량이 만연한데 단속하는걸 본적이 없고 GS아파트 주변도 마찬가지임 하다못해 호매실 IC 주변 불법주차를 보면 어이없어 웃음이 나옴,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",교통법규의 심한 단속 30키로 구간의 심한 교통정체,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",물가 안정을 위해 지역 상품권 활성화 추진,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주택지 내 주차단속,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)","주거지 인근 위험시설(지역난방공사)의 신속한 폐기. 취약계층보호 및 경제적, 사회시스템지원",1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",저소득층 주거 안정 문제가 해결 되면 좋겠습니다 es) 전세임대가 되더라도 매물이 없어 들어갈수 없는 실정이고 공공 임대아파는 거의 외곽에 위치해 있어 대중교통이 여략하여 쉽게 가지지 않습니다 소외계층을 더 소외시키는 경우이면 공공 입대아파트가 교통 편리한 곳으로 위치가 선정되면 좋겠습니다 개발은 많이 되었으나 실상 대중교통이 너무 불편에 주거지로는 부적합합니다,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",구도심 지하철 건설,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",시유지 공동단제들 사용 승인,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",무엇을 더 개발하기보다 있는 것을 잘 활용하였으면 좋겠고 수원 내 지역구간 교류가 일어나는 방향으로 했으면 좋겠음,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",동네 발달이 골고루 이루어졌으면 좋겠다. 낙후된 동네와 발달된 동네의 차이가 너무 크다,1
q21_op,"21. 귀하는 수원시의 어떠한 민생 규제가 해소되었으면 좋겠다고 생각하십니까?
(오픈 응답)",주차난,1
